"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Causes"	"Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"Dickinson County, IA"	"19059"	"2015"	"2015"	"All Other Causes"	"O"	203	17111	1186.4	1023.2	1349.6	640.3	545.4	735.2	0.0%
	"Dubuque County, IA"	"19061"	"2015"	"2015"	"All Other Causes"	"O"	890	97125	916.3	856.1	976.5	677.4	631.9	722.9	0.0%
	"Emmet County, IA"	"19063"	"2015"	"2015"	"All Other Causes"	"O"	131	9769	1341.0	1111.3	1570.6	787.7	645.2	930.1	0.0%
	"Fayette County, IA"	"19065"	"2015"	"2015"	"All Other Causes"	"O"	268	20257	1323.0	1164.6	1481.4	781.3	683.9	878.8	0.0%
	"Floyd County, IA"	"19067"	"2015"	"2015"	"All Other Causes"	"O"	199	15960	1246.9	1073.6	1420.1	722.4	617.6	827.1	0.0%
	"Franklin County, IA"	"19069"	"2015"	"2015"	"All Other Causes"	"O"	105	10295	1019.9	824.8	1215.0	586.8	466.5	707.1	0.0%
	"Fremont County, IA"	"19071"	"2015"	"2015"	"All Other Causes"	"O"	114	6906	1650.7	1347.7	1953.8	914.9	740.7	1089.0	0.0%
	"Greene County, IA"	"19073"	"2015"	"2015"	"All Other Causes"	"O"	122	9027	1351.5	1111.7	1591.3	743.3	601.4	885.1	0.0%
	"Grundy County, IA"	"19075"	"2015"	"2015"	"All Other Causes"	"O"	121	12435	973.1	799.7	1146.4	537.7	438.7	636.7	0.0%
	"Guthrie County, IA"	"19077"	"2015"	"2015"	"All Other Causes"	"O"	134	10676	1255.2	1042.6	1467.7	743.9	610.7	877.2	0.0%
	"Hamilton County, IA"	"19079"	"2015"	"2015"	"All Other Causes"	"O"	160	15190	1053.3	890.1	1216.5	652.3	546.2	758.5	0.0%
	"Hancock County, IA"	"19081"	"2015"	"2015"	"All Other Causes"	"O"	117	10974	1066.2	873.0	1259.3	645.1	522.1	768.0	0.0%
	"Hardin County, IA"	"19083"	"2015"	"2015"	"All Other Causes"	"O"	228	17367	1312.8	1142.4	1483.2	706.4	609.0	803.8	0.0%
	"Harrison County, IA"	"19085"	"2015"	"2015"	"All Other Causes"	"O"	204	14265	1430.1	1233.8	1626.3	888.3	762.0	1014.6	0.0%
	"Henry County, IA"	"19087"	"2015"	"2015"	"All Other Causes"	"O"	208	19950	1042.6	900.9	1184.3	721.0	621.0	821.0	0.0%
	"Howard County, IA"	"19089"	"2015"	"2015"	"All Other Causes"	"O"	106	9410	1126.5	912.0	1340.9	651.3	519.1	783.6	0.0%
	"Humboldt County, IA"	"19091"	"2015"	"2015"	"All Other Causes"	"O"	108	9555	1130.3	917.1	1343.5	656.8	525.7	787.9	0.0%
	"Ida County, IA"	"19093"	"2015"	"2015"	"All Other Causes"	"O"	83	7028	1181.0	940.6	1464.0	631.5	492.3	797.9	0.0%
	"Iowa County, IA"	"19095"	"2015"	"2015"	"All Other Causes"	"O"	191	16401	1164.6	999.4	1329.7	744.2	632.7	855.8	0.0%
	"Jackson County, IA"	"19097"	"2015"	"2015"	"All Other Causes"	"O"	233	19444	1198.3	1044.4	1352.2	778.0	675.0	881.1	0.0%
	"Jasper County, IA"	"19099"	"2015"	"2015"	"All Other Causes"	"O"	384	36827	1042.7	938.4	1147.0	706.0	632.6	779.4	0.0%
	"Jefferson County, IA"	"19101"	"2015"	"2015"	"All Other Causes"	"O"	154	17555	877.2	738.7	1015.8	604.7	502.8	706.7	0.0%
	"Johnson County, IA"	"19103"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	15	144251	Unreliable	5.8	17.2	Unreliable	5.7	17.6	0.0%
	"Johnson County, IA"	"19103"	"2015"	"2015"	"All Other Causes"	"O"	674	144251	467.2	432.0	502.5	550.4	507.8	593.0	0.0%
	"Jones County, IA"	"19105"	"2015"	"2015"	"All Other Causes"	"O"	206	20466	1006.5	869.1	1144.0	655.6	563.5	747.7	0.0%
	"Keokuk County, IA"	"19107"	"2015"	"2015"	"All Other Causes"	"O"	109	10163	1072.5	871.2	1273.9	654.0	524.3	783.6	0.0%
	"Kossuth County, IA"	"19109"	"2015"	"2015"	"All Other Causes"	"O"	203	15165	1338.6	1154.5	1522.8	730.1	619.8	840.3	0.0%
	"Lee County, IA"	"19111"	"2015"	"2015"	"All Other Causes"	"O"	432	35089	1231.2	1115.1	1347.3	846.1	763.4	928.7	0.0%
	"Linn County, IA"	"19113"	"2015"	"2015"	"Drug-Induced Causes"	"D"	31	219916	14.1	9.6	20.0	14.6	9.8	20.8	0.0%
	"Linn County, IA"	"19113"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	32	219916	14.6	10.0	20.5	13.4	9.1	19.0	0.0%
	"Linn County, IA"	"19113"	"2015"	"2015"	"All Other Causes"	"O"	1680	219916	763.9	727.4	800.5	646.7	615.4	678.0	0.1%
	"Louisa County, IA"	"19115"	"2015"	"2015"	"All Other Causes"	"O"	109	11185	974.5	791.6	1157.5	734.3	594.4	874.2	0.0%
	"Lucas County, IA"	"19117"	"2015"	"2015"	"All Other Causes"	"O"	120	8682	1382.2	1134.9	1629.5	799.4	650.8	947.9	0.0%
	"Lyon County, IA"	"19119"	"2015"	"2015"	"All Other Causes"	"O"	114	11745	970.6	792.4	1148.8	637.7	515.8	759.6	0.0%
	"Madison County, IA"	"19121"	"2015"	"2015"	"All Other Causes"	"O"	158	15753	1003.0	846.6	1159.4	738.8	621.8	855.9	0.0%
	"Mahaska County, IA"	"19123"	"2015"	"2015"	"All Other Causes"	"O"	203	22324	909.3	784.2	1034.4	629.4	539.1	719.6	0.0%
	"Marion County, IA"	"19125"	"2015"	"2015"	"All Other Causes"	"O"	325	33294	976.2	870.0	1082.3	718.8	639.4	798.2	0.0%
	"Marshall County, IA"	"19127"	"2015"	"2015"	"All Other Causes"	"O"	486	40746	1192.8	1086.7	1298.8	823.1	747.9	898.2	0.0%
	"Mills County, IA"	"19129"	"2015"	"2015"	"All Other Causes"	"O"	127	14844	855.6	706.8	1004.4	697.5	573.5	821.4	0.0%
	"Mitchell County, IA"	"19131"	"2015"	"2015"	"All Other Causes"	"O"	129	10832	1190.9	985.4	1396.4	614.4	501.6	727.3	0.0%
	"Monona County, IA"	"19133"	"2015"	"2015"	"All Other Causes"	"O"	141	8979	1570.3	1311.1	1829.5	784.4	645.7	923.2	0.0%
	"Monroe County, IA"	"19135"	"2015"	"2015"	"All Other Causes"	"O"	98	7973	1229.1	997.9	1497.9	786.7	635.7	962.7	0.0%
	"Montgomery County, IA"	"19137"	"2015"	"2015"	"All Other Causes"	"O"	148	10234	1446.2	1213.2	1679.2	812.7	673.8	951.5	0.0%
	"Muscatine County, IA"	"19139"	"2015"	"2015"	"All Other Causes"	"O"	397	43011	923.0	832.2	1013.8	746.9	671.7	822.1	0.0%
	"O'Brien County, IA"	"19141"	"2015"	"2015"	"All Other Causes"	"O"	207	13984	1480.3	1278.6	1681.9	760.4	649.4	871.4	0.0%
	"Osceola County, IA"	"19143"	"2015"	"2015"	"All Other Causes"	"O"	76	6154	1235.0	973.0	1545.7	736.9	567.5	941.0	0.0%
	"Page County, IA"	"19145"	"2015"	"2015"	"All Other Causes"	"O"	202	15527	1301.0	1121.6	1480.4	755.0	644.3	865.7	0.0%
	"Palo Alto County, IA"	"19147"	"2015"	"2015"	"All Other Causes"	"O"	126	9133	1379.6	1138.7	1620.5	766.9	622.0	911.9	0.0%
	"Plymouth County, IA"	"19149"	"2015"	"2015"	"All Other Causes"	"O"	218	24800	879.0	762.3	995.7	596.6	514.7	678.5	0.0%
	"Pocahontas County, IA"	"19151"	"2015"	"2015"	"All Other Causes"	"O"	99	7008	1412.7	1148.1	1719.9	773.0	617.4	955.8	0.0%
	"Polk County, IA"	"19153"	"2015"	"2015"	"Drug-Induced Causes"	"D"	76	467711	16.2	12.8	20.3	16.2	12.8	20.4	0.0%
	"Polk County, IA"	"19153"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	38	467711	8.1	5.7	11.2	7.7	5.5	10.7	0.0%
	"Polk County, IA"	"19153"	"2015"	"2015"	"All Other Causes"	"O"	3308	467711	707.3	683.2	731.4	726.9	701.7	752.2	0.1%
	"Pottawattamie County, IA"	"19155"	"2015"	"2015"	"Drug-Induced Causes"	"D"	10	93671	Unreliable	5.1	19.6	Unreliable	4.7	19.4	0.0%
	"Pottawattamie County, IA"	"19155"	"2015"	"2015"	"All Other Causes"	"O"	933	93671	996.0	932.1	1060.0	797.3	745.2	849.5	0.0%
	"Poweshiek County, IA"	"19157"	"2015"	"2015"	"All Other Causes"	"O"	221	18550	1191.4	1034.3	1348.5	752.7	648.0	857.4	0.0%
	"Ringgold County, IA"	"19159"	"2015"	"2015"	"All Other Causes"	"O"	82	5068	1618.0	1286.8	2008.4	837.8	646.6	1067.9	0.0%
	"Sac County, IA"	"19161"	"2015"	"2015"	"All Other Causes"	"O"	143	10021	1427.0	1193.1	1660.9	711.1	581.8	840.4	0.0%
	"Scott County, IA"	"19163"	"2015"	"2015"	"Drug-Induced Causes"	"D"	39	172126	22.7	16.1	31.0	22.9	16.2	31.5	0.0%
	"Scott County, IA"	"19163"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	32	172126	18.6	12.7	26.2	17.1	11.5	24.4	0.0%
	"Scott County, IA"	"19163"	"2015"	"2015"	"All Other Causes"	"O"	1409	172126	818.6	775.8	861.3	701.9	664.5	739.2	0.1%
	"Shelby County, IA"	"19165"	"2015"	"2015"	"All Other Causes"	"O"	172	11927	1442.1	1226.6	1657.6	754.0	631.5	876.6	0.0%
	"Sioux County, IA"	"19167"	"2015"	"2015"	"All Other Causes"	"O"	248	34937	709.8	621.5	798.2	533.4	463.8	603.1	0.0%
	"Story County, IA"	"19169"	"2015"	"2015"	"All Other Causes"	"O"	490	96021	510.3	465.1	555.5	551.3	501.5	601.1	0.0%
	"Tama County, IA"	"19171"	"2015"	"2015"	"All Other Causes"	"O"	211	17337	1217.1	1052.8	1381.3	731.4	629.7	833.2	0.0%
	"Taylor County, IA"	"19173"	"2015"	"2015"	"All Other Causes"	"O"	74	6205	1192.6	936.4	1497.2	705.4	545.5	897.4	0.0%
	"Union County, IA"	"19175"	"2015"	"2015"	"All Other Causes"	"O"	146	12469	1170.9	981.0	1360.8	824.1	682.3	965.9	0.0%
	"Van Buren County, IA"	"19177"	"2015"	"2015"	"All Other Causes"	"O"	81	7344	1102.9	875.9	1370.9	682.4	539.4	851.7	0.0%
	"Wapello County, IA"	"19179"	"2015"	"2015"	"All Other Causes"	"O"	402	35173	1142.9	1031.2	1254.6	839.2	755.2	923.2	0.0%
	"Warren County, IA"	"19181"	"2015"	"2015"	"All Other Causes"	"O"	381	48626	783.5	704.9	862.2	664.4	597.0	731.8	0.0%
	"Washington County, IA"	"19183"	"2015"	"2015"	"All Other Causes"	"O"	249	22247	1119.3	980.2	1258.3	724.1	631.1	817.0	0.0%
	"Wayne County, IA"	"19185"	"2015"	"2015"	"All Other Causes"	"O"	98	6385	1534.8	1246.1	1870.5	905.4	719.0	1125.3	0.0%
	"Webster County, IA"	"19187"	"2015"	"2015"	"All Other Causes"	"O"	431	37071	1162.6	1052.9	1272.4	823.6	743.9	903.3	0.0%
	"Winnebago County, IA"	"19189"	"2015"	"2015"	"All Other Causes"	"O"	129	10609	1215.9	1006.1	1425.8	702.6	569.7	835.4	0.0%
	"Winneshiek County, IA"	"19191"	"2015"	"2015"	"All Other Causes"	"O"	186	20709	898.2	769.1	1027.2	578.6	489.9	667.3	0.0%
	"Woodbury County, IA"	"19193"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	22	102782	21.4	13.4	32.4	19.7	12.2	30.0	0.0%
	"Woodbury County, IA"	"19193"	"2015"	"2015"	"All Other Causes"	"O"	978	102782	951.5	891.9	1011.2	844.8	791.1	898.5	0.0%
	"Worth County, IA"	"19195"	"2015"	"2015"	"All Other Causes"	"O"	91	7569	1202.3	968.0	1476.1	749.2	597.6	927.5	0.0%
	"Wright County, IA"	"19197"	"2015"	"2015"	"All Other Causes"	"O"	172	12773	1346.6	1145.3	1547.8	750.2	627.6	872.9	0.0%
	"Allen County, KS"	"20001"	"2015"	"2015"	"All Other Causes"	"O"	172	12717	1352.5	1150.4	1554.7	865.3	731.2	999.4	0.0%
	"Anderson County, KS"	"20003"	"2015"	"2015"	"All Other Causes"	"O"	94	7808	1203.9	972.9	1473.3	745.8	596.6	921.1	0.0%
	"Atchison County, KS"	"20005"	"2015"	"2015"	"All Other Causes"	"O"	193	16398	1177.0	1010.9	1343.0	916.3	783.2	1049.4	0.0%
	"Barber County, KS"	"20007"	"2015"	"2015"	"All Other Causes"	"O"	68	4823	1409.9	1094.9	1787.4	877.3	675.6	1120.3	0.0%
	"Barton County, KS"	"20009"	"2015"	"2015"	"All Other Causes"	"O"	292	27103	1077.4	953.8	1200.9	770.3	678.6	861.9	0.0%
	"Bourbon County, KS"	"20011"	"2015"	"2015"	"All Other Causes"	"O"	207	14712	1407.0	1215.3	1598.7	969.5	829.3	1109.6	0.0%
	"Brown County, KS"	"20013"	"2015"	"2015"	"All Other Causes"	"O"	97	9776	992.2	804.6	1210.4	663.5	532.1	817.4	0.0%
	"Butler County, KS"	"20015"	"2015"	"2015"	"Drug-Induced Causes"	"D"	10	66741	Unreliable	7.2	27.6	Unreliable	7.5	28.7	0.0%
	"Butler County, KS"	"20015"	"2015"	"2015"	"All Other Causes"	"O"	628	66741	941.0	867.4	1014.5	811.9	747.3	876.5	0.0%
	"Chase County, KS"	"20017"	"2015"	"2015"	"All Other Causes"	"O"	27	2679	1007.8	664.2	1466.4	557.6	357.3	829.7	0.0%
	"Chautauqua County, KS"	"20019"	"2015"	"2015"	"All Other Causes"	"O"	52	3402	1528.5	1141.6	2004.4	881.0	632.3	1195.2	0.0%
	"Cherokee County, KS"	"20021"	"2015"	"2015"	"All Other Causes"	"O"	238	20533	1159.1	1011.8	1306.4	866.7	754.7	978.6	0.0%
	"Cheyenne County, KS"	"20023"	"2015"	"2015"	"All Other Causes"	"O"	36	2679	1343.8	941.2	1860.4	572.6	394.1	804.1	0.0%
	"Clark County, KS"	"20025"	"2015"	"2015"	"All Other Causes"	"O"	38	2096	1813.0	1283.0	2488.5	950.4	662.0	1321.8	0.0%
	"Clay County, KS"	"20027"	"2015"	"2015"	"All Other Causes"	"O"	109	8347	1305.9	1060.7	1551.0	738.5	588.1	888.9	0.0%
	"Cloud County, KS"	"20029"	"2015"	"2015"	"All Other Causes"	"O"	149	9219	1616.2	1356.7	1875.7	913.1	754.4	1071.8	0.0%
	"Coffey County, KS"	"20031"	"2015"	"2015"	"All Other Causes"	"O"	104	8384	1240.5	1002.0	1478.9	825.2	662.2	988.1	0.0%
	"Comanche County, KS"	"20033"	"2015"	"2015"	"All Other Causes"	"O"	37	1843	2007.6	1413.5	2767.2	1221.1	823.9	1743.2	0.0%
	"Cowley County, KS"	"20035"	"2015"	"2015"	"All Other Causes"	"O"	447	35788	1249.0	1133.2	1364.8	912.9	826.0	999.8	0.0%
	"Crawford County, KS"	"20037"	"2015"	"2015"	"All Other Causes"	"O"	433	39217	1104.1	1000.1	1208.1	903.3	815.7	990.9	0.0%
	"Decatur County, KS"	"20039"	"2015"	"2015"	"All Other Causes"	"O"	42	2932	1432.5	1032.4	1936.3	596.1	415.2	829.0	0.0%
	"Dickinson County, KS"	"20041"	"2015"	"2015"	"All Other Causes"	"O"	253	19303	1310.7	1149.2	1472.2	836.5	727.1	945.9	0.0%
	"Doniphan County, KS"	"20043"	"2015"	"2015"	"All Other Causes"	"O"	86	7797	1103.0	882.2	1362.2	750.4	595.9	932.7	0.0%
	"Douglas County, KS"	"20045"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	118053	Unreliable	6.5	19.9	Unreliable	6.9	22.2	0.0%
	"Douglas County, KS"	"20045"	"2015"	"2015"	"All Other Causes"	"O"	702	118053	594.6	550.7	638.6	672.5	621.7	723.4	0.0%
	"Edwards County, KS"	"20047"	"2015"	"2015"	"All Other Causes"	"O"	39	2968	1314.0	934.4	1796.3	820.8	577.9	1131.4	0.0%
	"Elk County, KS"	"20049"	"2015"	"2015"	"All Other Causes"	"O"	44	2605	1689.1	1227.3	2267.5	898.1	625.5	1249.0	0.0%
	"Ellis County, KS"	"20051"	"2015"	"2015"	"All Other Causes"	"O"	256	29029	881.9	773.8	989.9	721.7	630.6	812.8	0.0%
	"Ellsworth County, KS"	"20053"	"2015"	"2015"	"All Other Causes"	"O"	103	6343	1623.8	1310.2	1937.4	1050.4	836.4	1264.5	0.0%
	"Finney County, KS"	"20055"	"2015"	"2015"	"All Other Causes"	"O"	216	37118	581.9	504.3	659.5	693.8	598.8	788.8	0.0%
	"Ford County, KS"	"20057"	"2015"	"2015"	"All Other Causes"	"O"	233	34536	674.7	588.0	761.3	688.6	598.2	779.1	0.0%
	"Franklin County, KS"	"20059"	"2015"	"2015"	"All Other Causes"	"O"	261	25609	1019.2	895.5	1142.8	834.5	731.7	937.2	0.0%
	"Geary County, KS"	"20061"	"2015"	"2015"	"All Other Causes"	"O"	216	37030	583.3	505.5	661.1	890.8	768.8	1012.7	0.0%
	"Gove County, KS"	"20063"	"2015"	"2015"	"All Other Causes"	"O"	37	2640	1401.5	986.8	1931.8	758.4	511.7	1082.6	0.0%
	"Graham County, KS"	"20065"	"2015"	"2015"	"All Other Causes"	"O"	34	2591	1312.2	908.8	1833.7	673.8	444.0	980.3	0.0%
	"Grant County, KS"	"20067"	"2015"	"2015"	"All Other Causes"	"O"	52	7733	672.4	502.2	881.8	706.3	524.3	931.2	0.0%
	"Gray County, KS"	"20069"	"2015"	"2015"	"All Other Causes"	"O"	53	6133	864.2	647.3	1130.4	747.9	555.1	986.0	0.0%
	"Greeley County, KS"	"20071"	"2015"	"2015"	"All Other Causes"	"O"	29	1330	2180.5	1460.3	3131.5	1236.0	783.5	1854.6	0.0%
	"Greenwood County, KS"	"20073"	"2015"	"2015"	"All Other Causes"	"O"	101	6244	1617.6	1302.1	1933.0	881.7	697.9	1065.5	0.0%
	"Hamilton County, KS"	"20075"	"2015"	"2015"	"All Other Causes"	"O"	30	2474	1212.6	818.1	1731.1	1241.6	837.7	1772.5	0.0%
	"Harper County, KS"	"20077"	"2015"	"2015"	"All Other Causes"	"O"	101	5817	1736.3	1397.7	2074.9	1027.4	812.3	1242.6	0.0%
	"Harvey County, KS"	"20079"	"2015"	"2015"	"All Other Causes"	"O"	388	35073	1106.3	996.2	1216.3	702.0	629.2	774.8	0.0%
	"Haskell County, KS"	"20081"	"2015"	"2015"	"All Other Causes"	"O"	30	4064	738.2	498.1	1053.8	723.9	484.8	1039.7	0.0%
	"Hodgeman County, KS"	"20083"	"2015"	"2015"	"All Other Causes"	"O"	23	1893	1215.0	770.2	1823.1	837.1	504.0	1307.2	0.0%
	"Jackson County, KS"	"20085"	"2015"	"2015"	"All Other Causes"	"O"	154	13338	1154.6	972.2	1337.0	857.5	719.3	995.8	0.0%
	"Jefferson County, KS"	"20087"	"2015"	"2015"	"All Other Causes"	"O"	191	18930	1009.0	865.9	1152.1	754.4	644.2	864.6	0.0%
	"Jewell County, KS"	"20089"	"2015"	"2015"	"All Other Causes"	"O"	36	2970	1212.1	849.0	1678.1	636.0	411.6	938.8	0.0%
	"Johnson County, KS"	"20091"	"2015"	"2015"	"Drug-Induced Causes"	"D"	46	580159	7.9	5.8	10.6	8.0	5.8	10.7	0.0%
	"Johnson County, KS"	"20091"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	48	580159	8.3	6.1	11.0	7.1	5.2	9.5	0.0%
	"Johnson County, KS"	"20091"	"2015"	"2015"	"All Other Causes"	"O"	3779	580159	651.4	630.6	672.1	607.6	587.8	627.4	0.1%
	"Kearny County, KS"	"20093"	"2015"	"2015"	"All Other Causes"	"O"	35	3956	884.7	616.3	1230.4	791.4	551.2	1100.6	0.0%
	"Kingman County, KS"	"20095"	"2015"	"2015"	"All Other Causes"	"O"	107	7687	1392.0	1128.2	1655.7	868.7	690.8	1046.6	0.0%
	"Kiowa County, KS"	"20097"	"2015"	"2015"	"All Other Causes"	"O"	18	2564	Unreliable	416.1	1109.5	Unreliable	240.3	682.8	0.0%
	"Labette County, KS"	"20099"	"2015"	"2015"	"All Other Causes"	"O"	251	20803	1206.6	1057.3	1355.8	850.6	741.0	960.3	0.0%
	"Lane County, KS"	"20101"	"2015"	"2015"	"All Other Causes"	"O"	28	1670	1676.6	1114.1	2423.2	977.5	638.6	1432.3	0.0%
	"Leavenworth County, KS"	"20103"	"2015"	"2015"	"All Other Causes"	"O"	600	79315	756.5	695.9	817.0	740.2	680.1	800.4	0.0%
	"Lincoln County, KS"	"20105"	"2015"	"2015"	"All Other Causes"	"O"	37	3105	1191.6	839.0	1642.5	741.9	500.5	1059.0	0.0%
	"Linn County, KS"	"20107"	"2015"	"2015"	"All Other Causes"	"O"	100	9536	1048.7	843.1	1254.2	740.1	588.8	891.4	0.0%
	"Logan County, KS"	"20109"	"2015"	"2015"	"All Other Causes"	"O"	35	2825	1238.9	863.0	1723.1	705.2	479.1	1000.9	0.0%
	"Lyon County, KS"	"20111"	"2015"	"2015"	"All Other Causes"	"O"	292	33339	875.9	775.4	976.3	761.5	671.6	851.4	0.0%
	"McPherson County, KS"	"20113"	"2015"	"2015"	"All Other Causes"	"O"	376	28941	1299.2	1167.9	1430.5	771.5	687.8	855.1	0.0%
	"Marion County, KS"	"20115"	"2015"	"2015"	"All Other Causes"	"O"	183	12103	1512.0	1292.9	1731.1	807.1	680.6	933.6	0.0%
	"Marshall County, KS"	"20117"	"2015"	"2015"	"All Other Causes"	"O"	120	9936	1207.7	991.6	1423.8	636.0	514.6	757.5	0.0%
	"Meade County, KS"	"20119"	"2015"	"2015"	"All Other Causes"	"O"	47	4330	1085.5	797.5	1443.4	685.6	494.1	926.8	0.0%
	"Miami County, KS"	"20121"	"2015"	"2015"	"All Other Causes"	"O"	312	32553	958.4	852.1	1064.8	790.2	701.2	879.2	0.0%
	"Mitchell County, KS"	"20123"	"2015"	"2015"	"All Other Causes"	"O"	83	6282	1321.2	1052.4	1637.9	693.1	541.3	874.2	0.0%
	"Montgomery County, KS"	"20125"	"2015"	"2015"	"All Other Causes"	"O"	443	33314	1329.8	1205.9	1453.6	928.9	839.7	1018.2	0.0%
	"Morris County, KS"	"20127"	"2015"	"2015"	"All Other Causes"	"O"	87	5645	1541.2	1234.4	1901.1	824.9	643.0	1042.2	0.0%
	"Morton County, KS"	"20129"	"2015"	"2015"	"All Other Causes"	"O"	40	3007	1330.2	950.3	1811.4	931.5	645.1	1301.7	0.0%
	"Nemaha County, KS"	"20131"	"2015"	"2015"	"All Other Causes"	"O"	118	10227	1153.8	945.6	1362.0	582.0	466.5	697.4	0.0%
	"Neosho County, KS"	"20133"	"2015"	"2015"	"All Other Causes"	"O"	184	16346	1125.7	963.0	1288.3	754.8	642.2	867.5	0.0%
	"Ness County, KS"	"20135"	"2015"	"2015"	"All Other Causes"	"O"	47	3005	1564.1	1149.2	2079.9	802.7	562.2	1111.2	0.0%
	"Norton County, KS"	"20137"	"2015"	"2015"	"All Other Causes"	"O"	62	5550	1117.1	856.5	1432.1	649.1	486.2	849.0	0.0%
	"Osage County, KS"	"20139"	"2015"	"2015"	"All Other Causes"	"O"	216	15847	1363.0	1181.3	1544.8	945.4	816.3	1074.5	0.0%
	"Osborne County, KS"	"20141"	"2015"	"2015"	"All Other Causes"	"O"	75	3683	2036.4	1601.7	2552.6	964.0	733.8	1243.4	0.0%
	"Ottawa County, KS"	"20143"	"2015"	"2015"	"All Other Causes"	"O"	77	5975	1288.7	1017.0	1610.7	896.8	704.2	1125.9	0.0%
	"Pawnee County, KS"	"20145"	"2015"	"2015"	"All Other Causes"	"O"	74	6838	1082.2	849.8	1358.6	740.3	573.7	940.1	0.0%
	"Phillips County, KS"	"20147"	"2015"	"2015"	"All Other Causes"	"O"	69	5428	1271.2	989.1	1608.8	713.2	548.0	912.5	0.0%
	"Pottawatomie County, KS"	"20149"	"2015"	"2015"	"All Other Causes"	"O"	187	23298	802.6	687.6	917.7	763.7	652.5	874.9	0.0%
	"Pratt County, KS"	"20151"	"2015"	"2015"	"All Other Causes"	"O"	114	9691	1176.3	960.4	1392.3	769.3	617.7	921.0	0.0%
	"Rawlins County, KS"	"20153"	"2015"	"2015"	"All Other Causes"	"O"	42	2506	1676.0	1207.9	2265.4	867.3	580.9	1245.6	0.0%
	"Reno County, KS"	"20155"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	63718	Unreliable	12.0	36.9	Unreliable	11.3	36.4	0.0%
	"Reno County, KS"	"20155"	"2015"	"2015"	"All Other Causes"	"O"	721	63718	1131.5	1049.0	1214.1	776.6	717.5	835.6	0.0%
	"Republic County, KS"	"20157"	"2015"	"2015"	"All Other Causes"	"O"	88	4725	1862.4	1493.7	2294.6	832.1	643.6	1058.7	0.0%
	"Rice County, KS"	"20159"	"2015"	"2015"	"All Other Causes"	"O"	118	9977	1182.7	969.3	1396.1	857.9	695.2	1020.5	0.0%
	"Riley County, KS"	"20161"	"2015"	"2015"	"All Other Causes"	"O"	332	75247	441.2	393.8	488.7	608.8	540.5	677.1	0.0%
	"Rooks County, KS"	"20163"	"2015"	"2015"	"All Other Causes"	"O"	60	5174	1159.6	884.9	1492.7	741.9	552.4	975.4	0.0%
	"Rush County, KS"	"20165"	"2015"	"2015"	"All Other Causes"	"O"	53	3130	1693.3	1268.4	2214.9	860.6	622.8	1159.2	0.0%
	"Russell County, KS"	"20167"	"2015"	"2015"	"All Other Causes"	"O"	79	7039	1122.3	888.6	1398.7	635.7	497.4	800.6	0.0%
	"Saline County, KS"	"20169"	"2015"	"2015"	"All Other Causes"	"O"	524	55691	940.9	860.3	1021.5	718.0	655.1	781.0	0.0%
	"Scott County, KS"	"20171"	"2015"	"2015"	"All Other Causes"	"O"	41	4964	825.9	592.7	1120.5	563.3	392.4	783.4	0.0%
	"Sedgwick County, KS"	"20173"	"2015"	"2015"	"Drug-Induced Causes"	"D"	81	511574	15.8	12.6	19.7	16.9	13.4	21.2	0.0%
	"Sedgwick County, KS"	"20173"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	43	511574	8.4	6.1	11.3	8.6	6.2	11.6	0.0%
	"Sedgwick County, KS"	"20173"	"2015"	"2015"	"All Other Causes"	"O"	4325	511574	845.4	820.2	870.6	799.2	775.0	823.3	0.2%
	"Seward County, KS"	"20175"	"2015"	"2015"	"All Other Causes"	"O"	125	23152	539.9	445.3	634.6	664.5	545.7	783.3	0.0%
	"Shawnee County, KS"	"20177"	"2015"	"2015"	"Drug-Induced Causes"	"D"	27	178725	15.1	10.0	22.0	15.5	10.1	22.9	0.0%
	"Shawnee County, KS"	"20177"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	40	178725	22.4	16.0	30.5	21.1	14.8	29.1	0.0%
	"Shawnee County, KS"	"20177"	"2015"	"2015"	"All Other Causes"	"O"	1824	178725	1020.6	973.7	1067.4	791.1	753.9	828.3	0.1%
	"Sheridan County, KS"	"20179"	"2015"	"2015"	"All Other Causes"	"O"	31	2512	1234.1	838.5	1751.7	603.1	400.7	871.6	0.0%
	"Sherman County, KS"	"20181"	"2015"	"2015"	"All Other Causes"	"O"	78	5983	1303.7	1030.5	1627.1	856.6	672.7	1075.4	0.0%
	"Smith County, KS"	"20183"	"2015"	"2015"	"All Other Causes"	"O"	51	3704	1376.9	1025.2	1810.4	689.0	482.5	953.8	0.0%
